cancer_type,gene,mutated_samples,total_samples,mutation_frequency
COAD,HPX,2,50,4.0
COAD,HRG,2,50,4.0
COAD,HRH2,2,50,4.0
COAD,HRH3,2,50,4.0
COAD,HS1BP3,2,50,4.0
COAD,HS6ST1,2,50,4.0
COAD,HS6ST3,2,50,4.0
COAD,HSD17B4,2,50,4.0
COAD,HSDL2,2,50,4.0
COAD,HSF1,2,50,4.0
COAD,HSF5,2,50,4.0
COAD,HSP90B1,2,50,4.0
COAD,HSPA2,2,50,4.0
COAD,HSPA9,2,50,4.0
COAD,HSPB8,2,50,4.0
COAD,HSPG2,2,50,4.0
COAD,HTR1E,2,50,4.0
COAD,HTR5A,2,50,4.0
COAD,HTRA1,2,50,4.0
COAD,HTRA3,2,50,4.0
COAD,HTRA4,2,50,4.0
COAD,HUNK,2,50,4.0
COAD,HUS1,2,50,4.0
COAD,HVCN1,2,50,4.0
COAD,HYAL1,2,50,4.0
COAD,HYAL3,2,50,4.0
COAD,IARS2,2,50,4.0
COAD,ICAM2,2,50,4.0
COAD,IDO2,2,50,4.0
COAD,IDUA,2,50,4.0
COAD,IFFO1,2,50,4.0
COAD,IFIH1,2,50,4.0
COAD,IFITM5,2,50,4.0
COAD,IFNA13,2,50,4.0
COAD,IFNGR2,2,50,4.0
COAD,IFNLR1,2,50,4.0
COAD,IFRD2,2,50,4.0
COAD,IFT22,2,50,4.0
COAD,IFT57,2,50,4.0
COAD,IFT74,2,50,4.0
COAD,IGF1,2,50,4.0
COAD,IGF1R,2,50,4.0
COAD,IGF2,2,50,4.0
COAD,IGF2BP1,2,50,4.0
COAD,IGFALS,2,50,4.0
COAD,IGFBP1,2,50,4.0
COAD,IGFLR1,2,50,4.0
COAD,IGFN1,2,50,4.0
COAD,IGHE,2,50,4.0
COAD,IGHG1,2,50,4.0
COAD,IGHV1OR15-9,2,50,4.0
COAD,IGHV1OR21-1,2,50,4.0
COAD,IGKV1-5,2,50,4.0
COAD,IGKV1D-16,2,50,4.0
COAD,IGKV1D-33,2,50,4.0
COAD,IGSF11,2,50,4.0
COAD,IGSF22,2,50,4.0
COAD,IGSF5,2,50,4.0
COAD,IGSF8,2,50,4.0
COAD,IHH,2,50,4.0
COAD,IK,2,50,4.0
COAD,IKBKE,2,50,4.0
COAD,IKZF1,2,50,4.0
COAD,IL17B,2,50,4.0
COAD,IL17RA,2,50,4.0
COAD,IL17RD,2,50,4.0
COAD,IL18,2,50,4.0
COAD,IL18RAP,2,50,4.0
COAD,IL1RAPL1,2,50,4.0
COAD,IL1RL2,2,50,4.0
COAD,IL20RA,2,50,4.0
COAD,IL23R,2,50,4.0
COAD,IL24,2,50,4.0
COAD,IL26,2,50,4.0
COAD,IL27RA,2,50,4.0
COAD,IL2RA,2,50,4.0
COAD,IL4I1,2,50,4.0
COAD,IL7,2,50,4.0
COAD,IL9R,2,50,4.0
COAD,ILF3,2,50,4.0
COAD,IMPA2,2,50,4.0
COAD,IMPDH1,2,50,4.0
COAD,INA,2,50,4.0
COAD,INCENP,2,50,4.0
COAD,INF2,2,50,4.0
COAD,ING1,2,50,4.0
COAD,ING5,2,50,4.0
COAD,INO80D,2,50,4.0
COAD,INPP1,2,50,4.0
COAD,INPP4A,2,50,4.0
COAD,INPP5A,2,50,4.0
COAD,INPP5K,2,50,4.0
COAD,INSIG1,2,50,4.0
COAD,INSR,2,50,4.0
COAD,INSYN2A,2,50,4.0
COAD,INTS10,2,50,4.0
COAD,INTS12,2,50,4.0
COAD,INTS2,2,50,4.0
COAD,INTS4,2,50,4.0
COAD,IPO5,2,50,4.0
COAD,IPO9,2,50,4.0
COAD,IPP,2,50,4.0
COAD,IQCA1,2,50,4.0
COAD,IQCD,2,50,4.0
COAD,IQCG,2,50,4.0
COAD,IQCH,2,50,4.0
COAD,IQCN,2,50,4.0
COAD,IQGAP1,2,50,4.0
COAD,IQSEC2,2,50,4.0
COAD,IRAK1BP1,2,50,4.0
COAD,IRAK3,2,50,4.0
COAD,IRF2BP2,2,50,4.0
COAD,IRF8,2,50,4.0
COAD,IRGC,2,50,4.0
COAD,IRX4,2,50,4.0
COAD,IRX5,2,50,4.0
COAD,IRX6,2,50,4.0
COAD,ISL1,2,50,4.0
COAD,ISLR2,2,50,4.0
COAD,ISM2,2,50,4.0
COAD,ISYNA1,2,50,4.0
COAD,ITCH,2,50,4.0
COAD,ITGA4,2,50,4.0
COAD,ITGA6,2,50,4.0
COAD,ITGAE,2,50,4.0
COAD,ITGB1BP1,2,50,4.0
COAD,ITIH1,2,50,4.0
COAD,ITPK1,2,50,4.0
COAD,ITPKC,2,50,4.0
COAD,ITPRID1,2,50,4.0
COAD,ITPRID2,2,50,4.0
COAD,ITPRIP,2,50,4.0
COAD,ITSN1,2,50,4.0
COAD,IVNS1ABP,2,50,4.0
COAD,JADE1,2,50,4.0
COAD,JAG2,2,50,4.0
COAD,JAK1,2,50,4.0
COAD,JAKMIP3,2,50,4.0
COAD,JAM3,2,50,4.0
COAD,JMJD7-PLA2G4B,2,50,4.0
COAD,JMY,2,50,4.0
COAD,JPT2,2,50,4.0
COAD,JRK,2,50,4.0
COAD,JRKL,2,50,4.0
COAD,KARS1,2,50,4.0
COAD,KAT14,2,50,4.0
COAD,KAT2A,2,50,4.0
COAD,KAT2B,2,50,4.0
COAD,KAT6A,2,50,4.0
COAD,KAT7,2,50,4.0
COAD,KATNBL1,2,50,4.0
COAD,KBTBD12,2,50,4.0
COAD,KBTBD8,2,50,4.0
COAD,KCNA6,2,50,4.0
COAD,KCNC1,2,50,4.0
COAD,KCNC3,2,50,4.0
COAD,KCND3,2,50,4.0
COAD,KCNG1,2,50,4.0
COAD,KCNG4,2,50,4.0
COAD,KCNJ1,2,50,4.0
COAD,KCNJ10,2,50,4.0
COAD,KCNJ8,2,50,4.0
COAD,KCNK13,2,50,4.0
COAD,KCNK17,2,50,4.0
COAD,KCNK2,2,50,4.0
COAD,KCNK5,2,50,4.0
COAD,KCNK7,2,50,4.0
COAD,KCNN2,2,50,4.0
COAD,KCNRG,2,50,4.0
COAD,KCNV2,2,50,4.0
COAD,KCTD10,2,50,4.0
COAD,KCTD11,2,50,4.0
COAD,KCTD13,2,50,4.0
COAD,KCTD15,2,50,4.0
COAD,KCTD16,2,50,4.0
COAD,KCTD3,2,50,4.0
COAD,KCTD4,2,50,4.0
COAD,KCTD6,2,50,4.0
COAD,KCTD8,2,50,4.0
COAD,KDM3A,2,50,4.0
COAD,KDM4B,2,50,4.0
COAD,KDM4C,2,50,4.0
COAD,KDM4D,2,50,4.0
COAD,KDM7A,2,50,4.0
COAD,KHDRBS2,2,50,4.0
COAD,KHDRBS3,2,50,4.0
COAD,KIAA0100,2,50,4.0
COAD,KIAA0232,2,50,4.0
COAD,KIAA0319,2,50,4.0
COAD,KIAA0825,2,50,4.0
COAD,KIAA1210,2,50,4.0
COAD,KIAA1586,2,50,4.0
COAD,KIAA1614,2,50,4.0
COAD,KIAA1841,2,50,4.0
COAD,KIF12,2,50,4.0
COAD,KIF15,2,50,4.0
COAD,KIF16B,2,50,4.0
COAD,KIF18B,2,50,4.0
COAD,KIF21B,2,50,4.0
COAD,KIF22,2,50,4.0
COAD,KIF24,2,50,4.0
COAD,KIF2C,2,50,4.0
COAD,KIF3A,2,50,4.0
COAD,KIF3B,2,50,4.0
COAD,KIF3C,2,50,4.0
COAD,KIF5A,2,50,4.0
COAD,KIFC1,2,50,4.0
COAD,KIFC3,2,50,4.0
COAD,KIR2DL3,2,50,4.0
COAD,KIR2DL4,2,50,4.0
COAD,KIR3DL2,2,50,4.0
COAD,KIZ,2,50,4.0
COAD,KLB,2,50,4.0
COAD,KLC1,2,50,4.0
COAD,KLC4,2,50,4.0
COAD,KLF14,2,50,4.0
COAD,KLF17,2,50,4.0
COAD,KLF7,2,50,4.0
COAD,KLHDC7A,2,50,4.0
COAD,KLHDC8A,2,50,4.0
COAD,KLHL24,2,50,4.0
COAD,KLHL3,2,50,4.0
COAD,KLHL36,2,50,4.0
COAD,KLHL6,2,50,4.0
COAD,KLK4,2,50,4.0
COAD,KLRB1,2,50,4.0
COAD,KMT5C,2,50,4.0
COAD,KNG1,2,50,4.0
COAD,KNOP1,2,50,4.0
COAD,KPNB1,2,50,4.0
COAD,KRIT1,2,50,4.0
COAD,KRT12,2,50,4.0
COAD,KRT15,2,50,4.0
COAD,KRT27,2,50,4.0
COAD,KRT33A,2,50,4.0
COAD,KRT36,2,50,4.0
COAD,KRT5,2,50,4.0
COAD,KRT72,2,50,4.0
COAD,KRT73,2,50,4.0
COAD,KRT75,2,50,4.0
COAD,KRT83,2,50,4.0
COAD,KRTAP10-4,2,50,4.0
COAD,KRTAP11-1,2,50,4.0
COAD,KRTAP13-2,2,50,4.0
COAD,KRTAP15-1,2,50,4.0
COAD,KRTAP19-1,2,50,4.0
COAD,KRTAP22-1,2,50,4.0
COAD,KRTAP5-10,2,50,4.0
COAD,KTN1,2,50,4.0
COAD,L3MBTL4,2,50,4.0
COAD,LACTB2,2,50,4.0
COAD,LAMB2,2,50,4.0
COAD,LAMB4,2,50,4.0
COAD,LAMC1,2,50,4.0
COAD,LAMP1,2,50,4.0
COAD,LARP1B,2,50,4.0
COAD,LARP7,2,50,4.0
COAD,LATS1,2,50,4.0
COAD,LAYN,2,50,4.0
COAD,LCA5L,2,50,4.0
COAD,LCE1A,2,50,4.0
COAD,LCE3E,2,50,4.0
COAD,LCP2,2,50,4.0
COAD,LDB1,2,50,4.0
COAD,LDHD,2,50,4.0
COAD,LDLRAD4,2,50,4.0
COAD,LDLRAP1,2,50,4.0
COAD,LEF1,2,50,4.0
COAD,LEFTY2,2,50,4.0
COAD,LEKR1,2,50,4.0
COAD,LEMD3,2,50,4.0
COAD,LENG8,2,50,4.0
COAD,LENG9,2,50,4.0
COAD,LEPR,2,50,4.0
COAD,LETM1,2,50,4.0
COAD,LGALS13,2,50,4.0
COAD,LGALS3BP,2,50,4.0
COAD,LGI2,2,50,4.0
COAD,LGI4,2,50,4.0
COAD,LGMN,2,50,4.0
COAD,LGR5,2,50,4.0
COAD,LHPP,2,50,4.0
COAD,LHX1,2,50,4.0
COAD,LILRA4,2,50,4.0
COAD,LILRA5,2,50,4.0
COAD,LILRB1,2,50,4.0
COAD,LIMD1,2,50,4.0
COAD,LIMK1,2,50,4.0
COAD,LINC01588,2,50,4.0
COAD,LINC02843,2,50,4.0
COAD,LINGO4,2,50,4.0
COAD,LINS1,2,50,4.0
COAD,LIPA,2,50,4.0
COAD,LLGL1,2,50,4.0
COAD,LMAN1,2,50,4.0
COAD,LMBRD1,2,50,4.0
COAD,LMBRD2,2,50,4.0
COAD,LMCD1,2,50,4.0
COAD,LMNTD1,2,50,4.0
COAD,LMOD2,2,50,4.0
COAD,LMOD3,2,50,4.0
COAD,LMX1B,2,50,4.0
COAD,LONP1,2,50,4.0
COAD,LONP2,2,50,4.0
COAD,LONRF1,2,50,4.0
COAD,LONRF3,2,50,4.0
COAD,LOXL2,2,50,4.0
COAD,LPA,2,50,4.0
COAD,LPGAT1,2,50,4.0
COAD,LPL,2,50,4.0
COAD,LPP,2,50,4.0
COAD,LRFN2,2,50,4.0
COAD,LRFN5,2,50,4.0
COAD,LRP10,2,50,4.0
COAD,LRP12,2,50,4.0
COAD,LRP5L,2,50,4.0
COAD,LRP8,2,50,4.0
COAD,LRRC10,2,50,4.0
COAD,LRRC14,2,50,4.0
COAD,LRRC2,2,50,4.0
COAD,LRRC25,2,50,4.0
COAD,LRRC31,2,50,4.0
COAD,LRRC37A2,2,50,4.0
COAD,LRRC39,2,50,4.0
COAD,LRRC40,2,50,4.0
COAD,LRRC42,2,50,4.0
COAD,LRRC49,2,50,4.0
COAD,LRRC66,2,50,4.0
COAD,LRRC8C,2,50,4.0
COAD,LRRC8E,2,50,4.0
COAD,LRRFIP2,2,50,4.0
COAD,LRRIQ4,2,50,4.0
COAD,LRTM1,2,50,4.0
COAD,LRWD1,2,50,4.0
COAD,LSP1,2,50,4.0
COAD,LTBP3,2,50,4.0
COAD,LTBP4,2,50,4.0
COAD,LTF,2,50,4.0
COAD,LUZP2,2,50,4.0
COAD,LUZP4,2,50,4.0
COAD,LY6G6F-LY6G6D,2,50,4.0
COAD,LY6K,2,50,4.0
COAD,LY75,2,50,4.0
COAD,LY86,2,50,4.0
COAD,LYG2,2,50,4.0
COAD,LZTS1,2,50,4.0
COAD,MAB21L1,2,50,4.0
COAD,MACIR,2,50,4.0
COAD,MACROD2,2,50,4.0
COAD,MAD1L1,2,50,4.0
COAD,MAEL,2,50,4.0
COAD,MAF,2,50,4.0
COAD,MAG,2,50,4.0
COAD,MAGEA1,2,50,4.0
COAD,MAGEA8,2,50,4.0
COAD,MAGEB2,2,50,4.0
COAD,MAGEB4,2,50,4.0
COAD,MAGED2,2,50,4.0
COAD,MAGEH1,2,50,4.0
COAD,MAGI3,2,50,4.0
COAD,MAGIX,2,50,4.0
COAD,MAK,2,50,4.0
COAD,MAMDC2,2,50,4.0
COAD,MAML1,2,50,4.0
COAD,MAML3,2,50,4.0
COAD,MAN1C1,2,50,4.0
COAD,MAN2A1,2,50,4.0
COAD,MAN2B1,2,50,4.0
COAD,MANBA,2,50,4.0
COAD,MAP11,2,50,4.0
COAD,MAP1S,2,50,4.0
COAD,MAP2K1,2,50,4.0
COAD,MAP2K5,2,50,4.0
COAD,MAP2K6,2,50,4.0
COAD,MAP3K11,2,50,4.0
COAD,MAP3K12,2,50,4.0
COAD,MAP3K14,2,50,4.0
COAD,MAP3K3,2,50,4.0
COAD,MAP3K9,2,50,4.0
COAD,MAP4K1,2,50,4.0
COAD,MAP4K4,2,50,4.0
COAD,MAP4K5,2,50,4.0
COAD,MAP6,2,50,4.0
COAD,MAP7D2,2,50,4.0
COAD,MAPK8,2,50,4.0
COAD,MAPKBP1,2,50,4.0
COAD,MARCHF1,2,50,4.0
COAD,MARCHF3,2,50,4.0
COAD,MARCHF4,2,50,4.0
COAD,MARCHF6,2,50,4.0
COAD,MARK2,2,50,4.0
COAD,MARVELD2,2,50,4.0
COAD,MAST3,2,50,4.0
COAD,MASTL,2,50,4.0
COAD,MATN3,2,50,4.0
COAD,MATN4,2,50,4.0
COAD,MAU2,2,50,4.0
COAD,MAX,2,50,4.0
COAD,MB21D2,2,50,4.0
COAD,MBD3,2,50,4.0
COAD,MBD4,2,50,4.0
COAD,MBD6,2,50,4.0
COAD,MBOAT2,2,50,4.0
COAD,MC4R,2,50,4.0
COAD,MCF2L,2,50,4.0
COAD,MCHR1,2,50,4.0
COAD,MCM6,2,50,4.0
COAD,MCMBP,2,50,4.0
COAD,MCMDC2,2,50,4.0
COAD,MCPH1,2,50,4.0
COAD,MCTP2,2,50,4.0
COAD,MDH1,2,50,4.0
COAD,ME1,2,50,4.0
COAD,ME2,2,50,4.0
COAD,ME3,2,50,4.0
COAD,MED14,2,50,4.0
COAD,MEIOC,2,50,4.0
COAD,MEIS1,2,50,4.0
COAD,MEIS2,2,50,4.0
COAD,MELK,2,50,4.0
COAD,MEPE,2,50,4.0
COAD,MET,2,50,4.0
COAD,METAP1D,2,50,4.0
COAD,METAP2,2,50,4.0
COAD,METTL25,2,50,4.0
COAD,MEX3A,2,50,4.0
COAD,MEX3C,2,50,4.0
COAD,MFAP5,2,50,4.0
COAD,MFF,2,50,4.0
COAD,MFN2,2,50,4.0
COAD,MFSD14B,2,50,4.0
COAD,MFSD4B,2,50,4.0
COAD,MFSD6,2,50,4.0
COAD,MGRN1,2,50,4.0
COAD,MIA2,2,50,4.0
COAD,MIA3,2,50,4.0
COAD,MICAL2,2,50,4.0
COAD,MICALL1,2,50,4.0
COAD,MICU2,2,50,4.0
COAD,MID2,2,50,4.0
COAD,MIGA2,2,50,4.0
COAD,MINDY4,2,50,4.0
COAD,MIOS,2,50,4.0
COAD,MIPEP,2,50,4.0
COAD,MIR205,2,50,4.0
COAD,MIR323A,2,50,4.0
COAD,MIR494,2,50,4.0
COAD,MIS18BP1,2,50,4.0
COAD,MKLN1,2,50,4.0
COAD,MKRN1,2,50,4.0
COAD,MKRN3,2,50,4.0
COAD,MKS1,2,50,4.0
COAD,MLF2,2,50,4.0
COAD,MLLT3,2,50,4.0
COAD,MLXIPL,2,50,4.0
COAD,MMAA,2,50,4.0
COAD,MMP1,2,50,4.0
COAD,MMP12,2,50,4.0
COAD,MMP17,2,50,4.0
COAD,MMP2,2,50,4.0
COAD,MMP27,2,50,4.0
COAD,MMP3,2,50,4.0
COAD,MMP7,2,50,4.0
COAD,MMP8,2,50,4.0
COAD,MMS22L,2,50,4.0
COAD,MN1,2,50,4.0
COAD,MNS1,2,50,4.0
COAD,MOCOS,2,50,4.0
COAD,MOCS3,2,50,4.0
COAD,MOG,2,50,4.0
COAD,MOGS,2,50,4.0
COAD,MOK,2,50,4.0
COAD,MOS,2,50,4.0
COAD,MOSPD1,2,50,4.0
COAD,MOSPD2,2,50,4.0
COAD,MPG,2,50,4.0
COAD,MPHOSPH10,2,50,4.0
COAD,MPHOSPH9,2,50,4.0
COAD,MPI,2,50,4.0
COAD,MPO,2,50,4.0
COAD,MPP4,2,50,4.0
COAD,MPPED1,2,50,4.0
COAD,MPZL3,2,50,4.0
COAD,MRE11,2,50,4.0
COAD,MRGPRX2,2,50,4.0
COAD,MRGPRX3,2,50,4.0
COAD,MROH9,2,50,4.0
COAD,MRPL18,2,50,4.0
COAD,MRPL19,2,50,4.0
COAD,MRPL3,2,50,4.0
COAD,MRPL30,2,50,4.0
COAD,MRPL46,2,50,4.0
COAD,MRPL50,2,50,4.0
COAD,MRPS9,2,50,4.0
COAD,MRTFB,2,50,4.0
COAD,MSANTD4,2,50,4.0
COAD,MSGN1,2,50,4.0
COAD,MSH2,2,50,4.0
COAD,MSLN,2,50,4.0
COAD,MSLNL,2,50,4.0
COAD,MSRB3,2,50,4.0
COAD,MST1R,2,50,4.0
COAD,MSX2,2,50,4.0
COAD,MTA1,2,50,4.0
COAD,MTCP1,2,50,4.0
COAD,MTHFD1L,2,50,4.0
COAD,MTHFD2L,2,50,4.0
COAD,MTMR1,2,50,4.0
COAD,MTMR12,2,50,4.0
COAD,MTMR6,2,50,4.0
COAD,MTMR8,2,50,4.0
COAD,MTMR9,2,50,4.0
COAD,MTNR1A,2,50,4.0
COAD,MTNR1B,2,50,4.0
COAD,MTREX,2,50,4.0
COAD,MTUS1,2,50,4.0
COAD,MUC13,2,50,4.0
COAD,MUL1,2,50,4.0
COAD,MUS81,2,50,4.0
COAD,MVK,2,50,4.0
COAD,MVP,2,50,4.0
COAD,MX1,2,50,4.0
COAD,MXD3,2,50,4.0
COAD,MYADM,2,50,4.0
COAD,MYBBP1A,2,50,4.0
COAD,MYBL2,2,50,4.0
COAD,MYBPC1,2,50,4.0
COAD,MYF5,2,50,4.0
COAD,MYF6,2,50,4.0
COAD,MYH3,2,50,4.0
COAD,MYH7,2,50,4.0
COAD,MYL3,2,50,4.0
COAD,MYL7,2,50,4.0
COAD,MYLK4,2,50,4.0
COAD,MYNN,2,50,4.0
COAD,MYO1E,2,50,4.0
COAD,MYO5C,2,50,4.0
COAD,MYO9B,2,50,4.0
COAD,MYOD1,2,50,4.0
COAD,MYOG,2,50,4.0
COAD,MYORG,2,50,4.0
COAD,MYOT,2,50,4.0
COAD,MYOZ3,2,50,4.0
COAD,MYRIP,2,50,4.0
COAD,MYT1,2,50,4.0
COAD,NAA15,2,50,4.0
COAD,NAA16,2,50,4.0
COAD,NAALADL2,2,50,4.0
COAD,NAB1,2,50,4.0
COAD,NAP1L3,2,50,4.0
COAD,NAP1L4,2,50,4.0
COAD,NAPEPLD,2,50,4.0
COAD,NAPSA,2,50,4.0
COAD,NAT8L,2,50,4.0
COAD,NAXD,2,50,4.0
COAD,NCAPG,2,50,4.0
COAD,NCAPG2,2,50,4.0
COAD,NCBP1,2,50,4.0
COAD,NCKAP1,2,50,4.0
COAD,NCOA3,2,50,4.0
COAD,NCOA5,2,50,4.0
COAD,NDE1,2,50,4.0
COAD,NDNF,2,50,4.0
COAD,NDOR1,2,50,4.0
COAD,NDST2,2,50,4.0
COAD,NDUFA12,2,50,4.0
COAD,NDUFA9,2,50,4.0
COAD,NDUFB5,2,50,4.0
COAD,NDUFV1,2,50,4.0
COAD,NDUFV3,2,50,4.0
COAD,NECAB2,2,50,4.0
COAD,NECTIN1,2,50,4.0
COAD,NECTIN2,2,50,4.0
COAD,NEDD1,2,50,4.0
COAD,NEDD4L,2,50,4.0
COAD,NEFL,2,50,4.0
COAD,NEFM,2,50,4.0
COAD,NEIL3,2,50,4.0
COAD,NEK10,2,50,4.0
COAD,NEK4,2,50,4.0
COAD,NEK6,2,50,4.0
COAD,NELFCD,2,50,4.0
COAD,NEPRO,2,50,4.0
COAD,NETO1,2,50,4.0
COAD,NFATC2,2,50,4.0
COAD,NFE2,2,50,4.0
COAD,NFE2L1,2,50,4.0
COAD,NFIL3,2,50,4.0
COAD,NFRKB,2,50,4.0
COAD,NFS1,2,50,4.0
COAD,NFX1,2,50,4.0
COAD,NHLRC2,2,50,4.0
COAD,NHS,2,50,4.0
COAD,NIBAN3,2,50,4.0
COAD,NIPAL2,2,50,4.0
COAD,NIPAL4,2,50,4.0
COAD,NKAPD1,2,50,4.0
COAD,NKAPL,2,50,4.0
COAD,NKPD1,2,50,4.0
COAD,NKTR,2,50,4.0
COAD,NLRP3,2,50,4.0
COAD,NLRP5,2,50,4.0
COAD,NLRP6,2,50,4.0
COAD,NLRX1,2,50,4.0
COAD,NMT1,2,50,4.0
COAD,NMUR1,2,50,4.0
COAD,NMUR2,2,50,4.0
COAD,NOBOX,2,50,4.0
COAD,NOC2L,2,50,4.0
COAD,NOD1,2,50,4.0
COAD,NOD2,2,50,4.0
COAD,NOL8,2,50,4.0
COAD,NOL9,2,50,4.0
COAD,NOMO1,2,50,4.0
COAD,NOP14,2,50,4.0
COAD,NOP2,2,50,4.0
COAD,NOP9,2,50,4.0
COAD,NOS2,2,50,4.0
COAD,NOSIP,2,50,4.0
COAD,NOSTRIN,2,50,4.0
COAD,NOTUM,2,50,4.0
COAD,NOVA1,2,50,4.0
COAD,NOX4,2,50,4.0
COAD,NOX5,2,50,4.0
COAD,NPAS2,2,50,4.0
COAD,NPAT,2,50,4.0
COAD,NPHP1,2,50,4.0
COAD,NPHP3,2,50,4.0
COAD,NPHS2,2,50,4.0
COAD,NPLOC4,2,50,4.0
COAD,NPM3,2,50,4.0
COAD,NPNT,2,50,4.0
COAD,NPR2,2,50,4.0
COAD,NR1D2,2,50,4.0
COAD,NR1H2,2,50,4.0
COAD,NR1H4,2,50,4.0
COAD,NR3C1,2,50,4.0
COAD,NR5A2,2,50,4.0
COAD,NRDC,2,50,4.0
COAD,NRP2,2,50,4.0
COAD,NRROS,2,50,4.0
COAD,NSD3,2,50,4.0
COAD,NSFL1C,2,50,4.0
COAD,NSMF,2,50,4.0
COAD,NSRP1,2,50,4.0
COAD,NSUN2,2,50,4.0
COAD,NT5DC3,2,50,4.0
COAD,NTAQ1,2,50,4.0
COAD,NTM,2,50,4.0
COAD,NUAK1,2,50,4.0
COAD,NUBP1,2,50,4.0
COAD,NUCB2,2,50,4.0
COAD,NUDT12,2,50,4.0
COAD,NUDT9,2,50,4.0
COAD,NUF2,2,50,4.0
COAD,NUFIP2,2,50,4.0
COAD,NUMA1,2,50,4.0
COAD,NUMB,2,50,4.0
COAD,NUP107,2,50,4.0
COAD,NUP210,2,50,4.0
COAD,NUP214,2,50,4.0
COAD,NUP93,2,50,4.0
COAD,NUS1,2,50,4.0
COAD,NUTM2F,2,50,4.0
COAD,NVL,2,50,4.0
COAD,NXF5,2,50,4.0
COAD,NXN,2,50,4.0
COAD,NXPH1,2,50,4.0
COAD,NXPH2,2,50,4.0
COAD,NYNRIN,2,50,4.0
COAD,NYX,2,50,4.0
COAD,OCIAD1,2,50,4.0
COAD,OGA,2,50,4.0
COAD,OGFOD2,2,50,4.0
COAD,OGFRL1,2,50,4.0
COAD,OIT3,2,50,4.0
COAD,OLAH,2,50,4.0
COAD,OLFM1,2,50,4.0
COAD,OLFM4,2,50,4.0
COAD,OLR1,2,50,4.0
COAD,ONECUT1,2,50,4.0
COAD,OPCML,2,50,4.0
COAD,OPHN1,2,50,4.0
COAD,OPN4,2,50,4.0
COAD,OPRM1,2,50,4.0
COAD,OPTN,2,50,4.0
COAD,OR10A2,2,50,4.0
COAD,OR10A5,2,50,4.0
COAD,OR10A6,2,50,4.0
COAD,OR10AG1,2,50,4.0
COAD,OR10G4,2,50,4.0
COAD,OR10J1,2,50,4.0
COAD,OR10J3,2,50,4.0
COAD,OR10Q1,2,50,4.0
COAD,OR10V1,2,50,4.0
COAD,OR10W1,2,50,4.0
COAD,OR11H12,2,50,4.0
COAD,OR12D2,2,50,4.0
COAD,OR13C4,2,50,4.0
COAD,OR13C9,2,50,4.0
COAD,OR14A16,2,50,4.0
COAD,OR14J1,2,50,4.0
COAD,OR14K1,2,50,4.0
COAD,OR1K1,2,50,4.0
COAD,OR1L8,2,50,4.0
COAD,OR1M1,2,50,4.0
COAD,OR2A4,2,50,4.0
COAD,OR2B6,2,50,4.0
COAD,OR2G2,2,50,4.0
COAD,OR2G6,2,50,4.0
COAD,OR2H1,2,50,4.0
COAD,OR2J3,2,50,4.0
COAD,OR2L2,2,50,4.0
COAD,OR2L3,2,50,4.0
COAD,OR2L8,2,50,4.0
COAD,OR2M5,2,50,4.0
COAD,OR2M7,2,50,4.0
COAD,OR2T10,2,50,4.0
COAD,OR2T11,2,50,4.0
COAD,OR2T2,2,50,4.0
COAD,OR2T4,2,50,4.0
COAD,OR2T6,2,50,4.0
COAD,OR2W3,2,50,4.0
COAD,OR2W5,2,50,4.0
COAD,OR3A3,2,50,4.0
COAD,OR3A4P,2,50,4.0
COAD,OR4C11,2,50,4.0
COAD,OR4C46,2,50,4.0
COAD,OR4K13,2,50,4.0
COAD,OR4K15,2,50,4.0
COAD,OR4K5,2,50,4.0
COAD,OR4M1,2,50,4.0
COAD,OR4N5,2,50,4.0
COAD,OR4X1,2,50,4.0
COAD,OR51E2,2,50,4.0
COAD,OR51I2,2,50,4.0
COAD,OR52A5,2,50,4.0
COAD,OR52B4,2,50,4.0
COAD,OR52D1,2,50,4.0
COAD,OR52E2,2,50,4.0
COAD,OR52E8,2,50,4.0
COAD,OR52H1,2,50,4.0
COAD,OR52J3,2,50,4.0
COAD,OR52R1,2,50,4.0
COAD,OR56A1,2,50,4.0
COAD,OR5AP2,2,50,4.0
COAD,OR5B17,2,50,4.0
COAD,OR5D18,2,50,4.0
COAD,OR5H6,2,50,4.0
COAD,OR5I1,2,50,4.0
COAD,OR5J2,2,50,4.0
COAD,OR5K3,2,50,4.0
COAD,OR5T1,2,50,4.0
COAD,OR5T3,2,50,4.0
COAD,OR6B3,2,50,4.0
COAD,OR6N1,2,50,4.0
COAD,OR6X1,2,50,4.0
COAD,OR7D4,2,50,4.0
COAD,OR7G2,2,50,4.0
COAD,OR8B12,2,50,4.0
COAD,OR8B4,2,50,4.0
COAD,OR8J3,2,50,4.0
COAD,OR9G1,2,50,4.0
COAD,ORC2,2,50,4.0
COAD,ORC3,2,50,4.0
COAD,OSBP,2,50,4.0
COAD,OSBPL3,2,50,4.0
COAD,OSBPL7,2,50,4.0
COAD,OSCP1,2,50,4.0
COAD,OSGIN1,2,50,4.0
COAD,OSM,2,50,4.0
COAD,OSR2,2,50,4.0
COAD,OTC,2,50,4.0
COAD,OTOL1,2,50,4.0
COAD,OTOP3,2,50,4.0
COAD,OTP,2,50,4.0
COAD,OTUD3,2,50,4.0
COAD,OTUD5,2,50,4.0
COAD,OTUD6A,2,50,4.0
COAD,OTUD7B,2,50,4.0
COAD,OXER1,2,50,4.0
