cancer_type,gene,mutated_samples,total_samples,mutation_frequency
LUAD,DNM1,1,50,2.0
LUAD,DNM1L,1,50,2.0
LUAD,DNM1P46,1,50,2.0
LUAD,DNMT1,1,50,2.0
LUAD,DNMT3A,1,50,2.0
LUAD,DNMT3B,1,50,2.0
LUAD,DOCK1,1,50,2.0
LUAD,DOK1,1,50,2.0
LUAD,DOK7,1,50,2.0
LUAD,DOLK,1,50,2.0
LUAD,DOLPP1,1,50,2.0
LUAD,DPAGT1,1,50,2.0
LUAD,DPEP3,1,50,2.0
LUAD,DPH2,1,50,2.0
LUAD,DPH7,1,50,2.0
LUAD,DPP3,1,50,2.0
LUAD,DPP8,1,50,2.0
LUAD,DPPA2,1,50,2.0
LUAD,DPPA5,1,50,2.0
LUAD,DPRX,1,50,2.0
LUAD,DPT,1,50,2.0
LUAD,DPY19L2,1,50,2.0
LUAD,DPYSL2,1,50,2.0
LUAD,DPYSL4,1,50,2.0
LUAD,DPYSL5,1,50,2.0
LUAD,DQX1,1,50,2.0
LUAD,DRAM1,1,50,2.0
LUAD,DRC3,1,50,2.0
LUAD,DRD3,1,50,2.0
LUAD,DROSHA,1,50,2.0
LUAD,DSC1,1,50,2.0
LUAD,DSC2,1,50,2.0
LUAD,DSE,1,50,2.0
LUAD,DSEL,1,50,2.0
LUAD,DSG4,1,50,2.0
LUAD,DSN1,1,50,2.0
LUAD,DTD1,1,50,2.0
LUAD,DTL,1,50,2.0
LUAD,DTX2,1,50,2.0
LUAD,DTX3,1,50,2.0
LUAD,DTX3L,1,50,2.0
LUAD,DTX4,1,50,2.0
LUAD,DUS2,1,50,2.0
LUAD,DUS3L,1,50,2.0
LUAD,DUSP10,1,50,2.0
LUAD,DUSP15,1,50,2.0
LUAD,DUSP2,1,50,2.0
LUAD,DVL2,1,50,2.0
LUAD,DYNAP,1,50,2.0
LUAD,DYNC1I1,1,50,2.0
LUAD,DYNC1I2,1,50,2.0
LUAD,DYNC1LI1,1,50,2.0
LUAD,DYNC2H1,1,50,2.0
LUAD,DYNC2LI1,1,50,2.0
LUAD,DZIP1L,1,50,2.0
LUAD,E2F8,1,50,2.0
LUAD,EBF2,1,50,2.0
LUAD,EBI3,1,50,2.0
LUAD,ECD,1,50,2.0
LUAD,ECE1,1,50,2.0
LUAD,ECEL1,1,50,2.0
LUAD,ECT2,1,50,2.0
LUAD,EDA2R,1,50,2.0
LUAD,EDC4,1,50,2.0
LUAD,EDEM1,1,50,2.0
LUAD,EDIL3,1,50,2.0
LUAD,EEF1A1,1,50,2.0
LUAD,EEF1AKNMT,1,50,2.0
LUAD,EEF2K,1,50,2.0
LUAD,EEPD1,1,50,2.0
LUAD,EFCAB1,1,50,2.0
LUAD,EFCAB13,1,50,2.0
LUAD,EFCAB3,1,50,2.0
LUAD,EFCAB6,1,50,2.0
LUAD,EFCC1,1,50,2.0
LUAD,EFL1,1,50,2.0
LUAD,EGF,1,50,2.0
LUAD,EGFL6,1,50,2.0
LUAD,EGLN2,1,50,2.0
LUAD,EGR1,1,50,2.0
LUAD,EHBP1L1,1,50,2.0
LUAD,EHD2,1,50,2.0
LUAD,EHHADH,1,50,2.0
LUAD,EI24P4,1,50,2.0
LUAD,EID2,1,50,2.0
LUAD,EIF1AD,1,50,2.0
LUAD,EIF1AX,1,50,2.0
LUAD,EIF2AK1,1,50,2.0
LUAD,EIF2B4,1,50,2.0
LUAD,EIF3A,1,50,2.0
LUAD,EIF3B,1,50,2.0
LUAD,EIF3I,1,50,2.0
LUAD,EIF3K,1,50,2.0
LUAD,EIF4A2,1,50,2.0
LUAD,EIF4E,1,50,2.0
LUAD,EIF4E2,1,50,2.0
LUAD,EIF4G2,1,50,2.0
LUAD,EIF4H,1,50,2.0
LUAD,EIF6,1,50,2.0
LUAD,EIPR1,1,50,2.0
LUAD,ELAC1,1,50,2.0
LUAD,ELAPOR1,1,50,2.0
LUAD,ELF1,1,50,2.0
LUAD,ELF4,1,50,2.0
LUAD,ELL2,1,50,2.0
LUAD,ELL3,1,50,2.0
LUAD,ELMO1,1,50,2.0
LUAD,ELN,1,50,2.0
LUAD,ELOA,1,50,2.0
LUAD,ELOC,1,50,2.0
LUAD,ELOVL2,1,50,2.0
LUAD,ELOVL3,1,50,2.0
LUAD,ELOVL6,1,50,2.0
LUAD,ELP3,1,50,2.0
LUAD,EMC2,1,50,2.0
LUAD,EMC9,1,50,2.0
LUAD,EMG1,1,50,2.0
LUAD,EMID1,1,50,2.0
LUAD,EMILIN3,1,50,2.0
LUAD,EMP2,1,50,2.0
LUAD,EMX2,1,50,2.0
LUAD,EN1,1,50,2.0
LUAD,ENAM,1,50,2.0
LUAD,ENO2,1,50,2.0
LUAD,ENOPH1,1,50,2.0
LUAD,ENPEP,1,50,2.0
LUAD,ENPP3,1,50,2.0
LUAD,ENPP5,1,50,2.0
LUAD,ENPP6,1,50,2.0
LUAD,ENPP7,1,50,2.0
LUAD,ENTPD1,1,50,2.0
LUAD,EOGT,1,50,2.0
LUAD,EP300,1,50,2.0
LUAD,EPAS1,1,50,2.0
LUAD,EPB41L1,1,50,2.0
LUAD,EPB41L4B,1,50,2.0
LUAD,EPC1,1,50,2.0
LUAD,EPHA7,1,50,2.0
LUAD,EPHB3,1,50,2.0
LUAD,EPHX1,1,50,2.0
LUAD,EPM2A,1,50,2.0
LUAD,EPO,1,50,2.0
LUAD,EPRS1,1,50,2.0
LUAD,EPS8L2,1,50,2.0
LUAD,EPS8L3,1,50,2.0
LUAD,EPX,1,50,2.0
LUAD,EPYC,1,50,2.0
LUAD,ERBB2,1,50,2.0
LUAD,ERBIN,1,50,2.0
LUAD,ERC1,1,50,2.0
LUAD,ERCC3,1,50,2.0
LUAD,ERCC4,1,50,2.0
LUAD,ERCC6,1,50,2.0
LUAD,ERCC6L,1,50,2.0
LUAD,ERCC6L2,1,50,2.0
LUAD,ERCC8,1,50,2.0
LUAD,EREG,1,50,2.0
LUAD,ERG,1,50,2.0
LUAD,ERICH1,1,50,2.0
LUAD,ERICH6,1,50,2.0
LUAD,ERLEC1,1,50,2.0
LUAD,ERN2,1,50,2.0
LUAD,ERO1A,1,50,2.0
LUAD,ERP27,1,50,2.0
LUAD,ERRFI1,1,50,2.0
LUAD,ESRP1,1,50,2.0
LUAD,ESRP2,1,50,2.0
LUAD,ESYT1,1,50,2.0
LUAD,ESYT3,1,50,2.0
LUAD,ETAA1,1,50,2.0
LUAD,ETFBKMT,1,50,2.0
LUAD,ETS1,1,50,2.0
LUAD,ETV1,1,50,2.0
LUAD,ETV3L,1,50,2.0
LUAD,ETV6,1,50,2.0
LUAD,EVX1,1,50,2.0
LUAD,EXO1,1,50,2.0
LUAD,EXOC2,1,50,2.0
LUAD,EXOC3,1,50,2.0
LUAD,EXOC5,1,50,2.0
LUAD,EXOC6,1,50,2.0
LUAD,EXOC7,1,50,2.0
LUAD,EXOC8,1,50,2.0
LUAD,EXOSC4,1,50,2.0
LUAD,EXOSC7,1,50,2.0
LUAD,EXPH5,1,50,2.0
LUAD,EXT2,1,50,2.0
LUAD,EXTL3,1,50,2.0
LUAD,EYA2,1,50,2.0
LUAD,EZHIP,1,50,2.0
LUAD,F12,1,50,2.0
LUAD,F13A1,1,50,2.0
LUAD,F13B,1,50,2.0
LUAD,F2,1,50,2.0
LUAD,F2RL2,1,50,2.0
LUAD,F8,1,50,2.0
LUAD,FAAH2,1,50,2.0
LUAD,FAAP100,1,50,2.0
LUAD,FABP12,1,50,2.0
LUAD,FABP5P3,1,50,2.0
LUAD,FABP7,1,50,2.0
LUAD,FAM104B,1,50,2.0
LUAD,FAM107B,1,50,2.0
LUAD,FAM111B,1,50,2.0
LUAD,FAM117B,1,50,2.0
LUAD,FAM120A,1,50,2.0
LUAD,FAM120B,1,50,2.0
LUAD,FAM120C,1,50,2.0
LUAD,FAM124A,1,50,2.0
LUAD,FAM126A,1,50,2.0
LUAD,FAM13A,1,50,2.0
LUAD,FAM13B,1,50,2.0
LUAD,FAM161A,1,50,2.0
LUAD,FAM161B,1,50,2.0
LUAD,FAM167A,1,50,2.0
LUAD,FAM172A,1,50,2.0
LUAD,FAM174A,1,50,2.0
LUAD,FAM180A,1,50,2.0
LUAD,FAM181A,1,50,2.0
LUAD,FAM183A,1,50,2.0
LUAD,FAM184A,1,50,2.0
LUAD,FAM187B,1,50,2.0
LUAD,FAM193A,1,50,2.0
LUAD,FAM199X,1,50,2.0
LUAD,FAM209B,1,50,2.0
LUAD,FAM20B,1,50,2.0
LUAD,FAM217B,1,50,2.0
LUAD,FAM227B,1,50,2.0
LUAD,FAM234B,1,50,2.0
LUAD,FAM27E5,1,50,2.0
LUAD,FAM3B,1,50,2.0
LUAD,FAM50A,1,50,2.0
LUAD,FAM53C,1,50,2.0
LUAD,FAM71C,1,50,2.0
LUAD,FAM76A,1,50,2.0
LUAD,FAM81B,1,50,2.0
LUAD,FAM83B,1,50,2.0
LUAD,FAM83D,1,50,2.0
LUAD,FAM83H,1,50,2.0
LUAD,FAM8A1,1,50,2.0
LUAD,FAM9A,1,50,2.0
LUAD,FAN1,1,50,2.0
LUAD,FANCA,1,50,2.0
LUAD,FAP,1,50,2.0
LUAD,FARP1,1,50,2.0
LUAD,FARSA,1,50,2.0
LUAD,FARSB,1,50,2.0
LUAD,FASLG,1,50,2.0
LUAD,FASTKD1,1,50,2.0
LUAD,FASTKD2,1,50,2.0
LUAD,FAXC,1,50,2.0
LUAD,FBLN5,1,50,2.0
LUAD,FBXL4,1,50,2.0
LUAD,FBXO15,1,50,2.0
LUAD,FBXO16,1,50,2.0
LUAD,FBXO21,1,50,2.0
LUAD,FBXO22,1,50,2.0
LUAD,FBXO28,1,50,2.0
LUAD,FBXO32,1,50,2.0
LUAD,FBXO33,1,50,2.0
LUAD,FBXO39,1,50,2.0
LUAD,FBXO42,1,50,2.0
LUAD,FBXO5,1,50,2.0
LUAD,FBXW10,1,50,2.0
LUAD,FCER1A,1,50,2.0
LUAD,FCGR2B,1,50,2.0
LUAD,FCHO2,1,50,2.0
LUAD,FCN1,1,50,2.0
LUAD,FCN3,1,50,2.0
LUAD,FCRL4,1,50,2.0
LUAD,FCSK,1,50,2.0
LUAD,FEM1B,1,50,2.0
LUAD,FERMT2,1,50,2.0
LUAD,FETUB,1,50,2.0
LUAD,FEV,1,50,2.0
LUAD,FFAR2,1,50,2.0
LUAD,FFAR3,1,50,2.0
LUAD,FGA,1,50,2.0
LUAD,FGB,1,50,2.0
LUAD,FGD1,1,50,2.0
LUAD,FGD2,1,50,2.0
LUAD,FGD4,1,50,2.0
LUAD,FGD6,1,50,2.0
LUAD,FGF10,1,50,2.0
LUAD,FGF13,1,50,2.0
LUAD,FGF17,1,50,2.0
LUAD,FGF18,1,50,2.0
LUAD,FGF22,1,50,2.0
LUAD,FGF23,1,50,2.0
LUAD,FGF9,1,50,2.0
LUAD,FGFR2,1,50,2.0
LUAD,FGFR4,1,50,2.0
LUAD,FGGY,1,50,2.0
LUAD,FHL1,1,50,2.0
LUAD,FHL5,1,50,2.0
LUAD,FIBIN,1,50,2.0
LUAD,FICD,1,50,2.0
LUAD,FIG4,1,50,2.0
LUAD,FIGN,1,50,2.0
LUAD,FIGNL1,1,50,2.0
LUAD,FILIP1,1,50,2.0
LUAD,FIP1L1,1,50,2.0
LUAD,FKBP15,1,50,2.0
LUAD,FKBP6,1,50,2.0
LUAD,FLCN,1,50,2.0
LUAD,FLOT1,1,50,2.0
LUAD,FLT1,1,50,2.0
LUAD,FLVCR2,1,50,2.0
LUAD,FMO2,1,50,2.0
LUAD,FMO4,1,50,2.0
LUAD,FMOD,1,50,2.0
LUAD,FN1,1,50,2.0
LUAD,FNBP1,1,50,2.0
LUAD,FNBP4,1,50,2.0
LUAD,FNDC3A,1,50,2.0
LUAD,FNDC3B,1,50,2.0
LUAD,FNDC5,1,50,2.0
LUAD,FNDC8,1,50,2.0
LUAD,FNIP1,1,50,2.0
LUAD,FOS,1,50,2.0
LUAD,FOSL1,1,50,2.0
LUAD,FOXB2,1,50,2.0
LUAD,FOXF1,1,50,2.0
LUAD,FOXF2,1,50,2.0
LUAD,FOXJ1,1,50,2.0
LUAD,FOXL1,1,50,2.0
LUAD,FOXL2,1,50,2.0
LUAD,FOXN1,1,50,2.0
LUAD,FOXP3,1,50,2.0
LUAD,FOXP4,1,50,2.0
LUAD,FOXR1,1,50,2.0
LUAD,FOXRED2,1,50,2.0
LUAD,FPGS,1,50,2.0
LUAD,FPGT-TNNI3K,1,50,2.0
LUAD,FPR2,1,50,2.0
LUAD,FREM2,1,50,2.0
LUAD,FRMD3,1,50,2.0
LUAD,FRMD4B,1,50,2.0
LUAD,FRMD5,1,50,2.0
LUAD,FRMD7,1,50,2.0
LUAD,FRMPD2B,1,50,2.0
LUAD,FRS2,1,50,2.0
LUAD,FRS3,1,50,2.0
LUAD,FRY,1,50,2.0
LUAD,FRZB,1,50,2.0
LUAD,FSTL3,1,50,2.0
LUAD,FTMT,1,50,2.0
LUAD,FTSJ1,1,50,2.0
LUAD,FUNDC2,1,50,2.0
LUAD,FUS,1,50,2.0
LUAD,FUT1,1,50,2.0
LUAD,FUT7,1,50,2.0
LUAD,FXYD6,1,50,2.0
LUAD,FYB2,1,50,2.0
LUAD,FYTTD1,1,50,2.0
LUAD,FZD3,1,50,2.0
LUAD,FZD4,1,50,2.0
LUAD,FZD8,1,50,2.0
LUAD,G2E3,1,50,2.0
LUAD,G3BP1,1,50,2.0
LUAD,G6PC2,1,50,2.0
LUAD,G6PD,1,50,2.0
LUAD,GAA,1,50,2.0
LUAD,GAB2,1,50,2.0
LUAD,GABRD,1,50,2.0
LUAD,GABRR1,1,50,2.0
LUAD,GABRR2,1,50,2.0
LUAD,GAD1,1,50,2.0
LUAD,GADD45G,1,50,2.0
LUAD,GAGE1,1,50,2.0
LUAD,GAGE12H,1,50,2.0
LUAD,GAL3ST1,1,50,2.0
LUAD,GAL3ST3,1,50,2.0
LUAD,GALC,1,50,2.0
LUAD,GALNS,1,50,2.0
LUAD,GALNT14,1,50,2.0
LUAD,GALNT15,1,50,2.0
LUAD,GALNT2,1,50,2.0
LUAD,GALNT3,1,50,2.0
LUAD,GALNT6,1,50,2.0
LUAD,GALP,1,50,2.0
LUAD,GALR1,1,50,2.0
LUAD,GALR2,1,50,2.0
LUAD,GALT,1,50,2.0
LUAD,GANAB,1,50,2.0
LUAD,GAPDH,1,50,2.0
LUAD,GARNL3,1,50,2.0
LUAD,GAS2L3,1,50,2.0
LUAD,GAS7,1,50,2.0
LUAD,GAST,1,50,2.0
LUAD,GATA1,1,50,2.0
LUAD,GATA2,1,50,2.0
LUAD,GATA3,1,50,2.0
LUAD,GATA4,1,50,2.0
LUAD,GATAD1,1,50,2.0
LUAD,GATM,1,50,2.0
LUAD,GBA2,1,50,2.0
LUAD,GBA3,1,50,2.0
LUAD,GCC2,1,50,2.0
LUAD,GCDH,1,50,2.0
LUAD,GCG,1,50,2.0
LUAD,GCLC,1,50,2.0
LUAD,GCM1,1,50,2.0
LUAD,GCM2,1,50,2.0
LUAD,GCN1,1,50,2.0
LUAD,GCNA,1,50,2.0
LUAD,GCNT1,1,50,2.0
LUAD,GCNT4,1,50,2.0
LUAD,GCSAM,1,50,2.0
LUAD,GDA,1,50,2.0
LUAD,GDAP1,1,50,2.0
LUAD,GDAP1L1,1,50,2.0
LUAD,GDAP2,1,50,2.0
LUAD,GDF1,1,50,2.0
LUAD,GDF3,1,50,2.0
LUAD,GDF5,1,50,2.0
LUAD,GDF9,1,50,2.0
LUAD,GDNF,1,50,2.0
LUAD,GEMIN7,1,50,2.0
LUAD,GFI1B,1,50,2.0
LUAD,GFRA3,1,50,2.0
LUAD,GGN,1,50,2.0
LUAD,GGNBP2,1,50,2.0
LUAD,GGTLC1,1,50,2.0
LUAD,GHDC,1,50,2.0
LUAD,GID8,1,50,2.0
LUAD,GIGYF2,1,50,2.0
LUAD,GIMAP2,1,50,2.0
LUAD,GIMAP5,1,50,2.0
LUAD,GIN1,1,50,2.0
LUAD,GIP,1,50,2.0
LUAD,GIT2,1,50,2.0
LUAD,GJA3,1,50,2.0
LUAD,GJA9,1,50,2.0
LUAD,GJB5,1,50,2.0
LUAD,GJC2,1,50,2.0
LUAD,GK,1,50,2.0
LUAD,GLA,1,50,2.0
LUAD,GLB1L3,1,50,2.0
LUAD,GLCCI1,1,50,2.0
LUAD,GLG1,1,50,2.0
LUAD,GLI2,1,50,2.0
LUAD,GLIPR1,1,50,2.0
LUAD,GLP2R,1,50,2.0
LUAD,GLRA1,1,50,2.0
LUAD,GLRA3,1,50,2.0
LUAD,GLRX3,1,50,2.0
LUAD,GLRXP3,1,50,2.0
LUAD,GLS,1,50,2.0
LUAD,GLT8D1,1,50,2.0
LUAD,GLYATL2,1,50,2.0
LUAD,GLYR1,1,50,2.0
LUAD,GM2A,1,50,2.0
LUAD,GMCL1,1,50,2.0
LUAD,GMEB1,1,50,2.0
LUAD,GML,1,50,2.0
LUAD,GMPS,1,50,2.0
LUAD,GNA15,1,50,2.0
LUAD,GNAI3,1,50,2.0
LUAD,GNAQ,1,50,2.0
LUAD,GNAZ,1,50,2.0
LUAD,GNB1L,1,50,2.0
LUAD,GNB3,1,50,2.0
LUAD,GNB4,1,50,2.0
LUAD,GNG12,1,50,2.0
LUAD,GNG13,1,50,2.0
LUAD,GNG7,1,50,2.0
LUAD,GNL3L,1,50,2.0
LUAD,GOLGA4,1,50,2.0
LUAD,GOLGA6L9,1,50,2.0
LUAD,GOLGB1,1,50,2.0
LUAD,GOLPH3,1,50,2.0
LUAD,GOPC,1,50,2.0
LUAD,GOSR2,1,50,2.0
LUAD,GOT1L1,1,50,2.0
LUAD,GOT2,1,50,2.0
LUAD,GPAA1,1,50,2.0
LUAD,GPAT3,1,50,2.0
LUAD,GPATCH1,1,50,2.0
LUAD,GPATCH2,1,50,2.0
LUAD,GPATCH2L,1,50,2.0
LUAD,GPATCH8,1,50,2.0
LUAD,GPD1L,1,50,2.0
LUAD,GPD2,1,50,2.0
LUAD,GPHB5,1,50,2.0
LUAD,GPR107,1,50,2.0
LUAD,GPR12,1,50,2.0
LUAD,GPR137,1,50,2.0
LUAD,GPR148,1,50,2.0
LUAD,GPR150,1,50,2.0
LUAD,GPR151,1,50,2.0
LUAD,GPR152,1,50,2.0
LUAD,GPR153,1,50,2.0
LUAD,GPR162,1,50,2.0
LUAD,GPR174,1,50,2.0
LUAD,GPR18,1,50,2.0
LUAD,GPR20,1,50,2.0
LUAD,GPR22,1,50,2.0
LUAD,GPR26,1,50,2.0
LUAD,GPR32,1,50,2.0
LUAD,GPR34,1,50,2.0
LUAD,GPR37,1,50,2.0
LUAD,GPR39,1,50,2.0
LUAD,GPR4,1,50,2.0
LUAD,GPR6,1,50,2.0
LUAD,GPR61,1,50,2.0
LUAD,GPR63,1,50,2.0
LUAD,GPR89A,1,50,2.0
LUAD,GPR89B,1,50,2.0
LUAD,GPRASP1,1,50,2.0
LUAD,GPRC5B,1,50,2.0
LUAD,GPRC5C,1,50,2.0
LUAD,GPSM2,1,50,2.0
LUAD,GPX7,1,50,2.0
LUAD,GRB2,1,50,2.0
LUAD,GRIA3,1,50,2.0
LUAD,GRIN1,1,50,2.0
LUAD,GRIN2C,1,50,2.0
LUAD,GRIN3B,1,50,2.0
LUAD,GRIP2,1,50,2.0
LUAD,GRIPAP1,1,50,2.0
LUAD,GRK3,1,50,2.0
LUAD,GRK5,1,50,2.0
LUAD,GRM2,1,50,2.0
LUAD,GRP,1,50,2.0
LUAD,GRPR,1,50,2.0
LUAD,GRSF1,1,50,2.0
LUAD,GRXCR1,1,50,2.0
LUAD,GSDMB,1,50,2.0
LUAD,GSDMC,1,50,2.0
LUAD,GSE1,1,50,2.0
LUAD,GSG1L,1,50,2.0
LUAD,GSK3B,1,50,2.0
LUAD,GSS,1,50,2.0
LUAD,GSTA1,1,50,2.0
LUAD,GTF3C1,1,50,2.0
LUAD,GTF3C2,1,50,2.0
LUAD,GTF3C3,1,50,2.0
LUAD,GTPBP10,1,50,2.0
LUAD,GTPBP4,1,50,2.0
LUAD,GUCY1A1,1,50,2.0
LUAD,GUCY2C,1,50,2.0
LUAD,GUSB,1,50,2.0
LUAD,GXYLT1,1,50,2.0
LUAD,GZF1,1,50,2.0
LUAD,GZMA,1,50,2.0
LUAD,GZMK,1,50,2.0
LUAD,H1-0,1,50,2.0
LUAD,H1-4,1,50,2.0
LUAD,H2AC12,1,50,2.0
LUAD,H2AC13,1,50,2.0
LUAD,H2AC15,1,50,2.0
LUAD,H2AC6,1,50,2.0
LUAD,H2AW,1,50,2.0
LUAD,H2AX,1,50,2.0
LUAD,H3-3B,1,50,2.0
LUAD,H4C12,1,50,2.0
LUAD,H4C3,1,50,2.0
LUAD,H4C9,1,50,2.0
LUAD,HADHB,1,50,2.0
LUAD,HAO2,1,50,2.0
LUAD,HAP1,1,50,2.0
LUAD,HAPLN3,1,50,2.0
LUAD,HARS2,1,50,2.0
LUAD,HAS2,1,50,2.0
LUAD,HASPIN,1,50,2.0
LUAD,HAUS3,1,50,2.0
LUAD,HAUS5,1,50,2.0
LUAD,HAUS6,1,50,2.0
LUAD,HBD,1,50,2.0
LUAD,HBG1,1,50,2.0
LUAD,HBG2,1,50,2.0
LUAD,HBS1L,1,50,2.0
LUAD,HCK,1,50,2.0
LUAD,HCN3,1,50,2.0
LUAD,HCN4,1,50,2.0
LUAD,HCRTR1,1,50,2.0
LUAD,HCRTR2,1,50,2.0
LUAD,HCST,1,50,2.0
LUAD,HDAC1,1,50,2.0
LUAD,HDAC3,1,50,2.0
LUAD,HDAC4,1,50,2.0
LUAD,HDAC5,1,50,2.0
LUAD,HDAC6,1,50,2.0
LUAD,HEATR1,1,50,2.0
LUAD,HEATR5A,1,50,2.0
LUAD,HEATR5B,1,50,2.0
LUAD,HECTD1,1,50,2.0
LUAD,HECTD2,1,50,2.0
LUAD,HELLS,1,50,2.0
LUAD,HELT,1,50,2.0
LUAD,HELZ2,1,50,2.0
LUAD,HEMGN,1,50,2.0
LUAD,HEPACAM,1,50,2.0
LUAD,HEPACAM2,1,50,2.0
LUAD,HEPN1,1,50,2.0
LUAD,HERC2P3,1,50,2.0
LUAD,HERC4,1,50,2.0
LUAD,HERC6,1,50,2.0
LUAD,HEXA,1,50,2.0
LUAD,HEXIM1,1,50,2.0
LUAD,HEY1,1,50,2.0
LUAD,HGD,1,50,2.0
LUAD,HGFAC,1,50,2.0
LUAD,HGS,1,50,2.0
LUAD,HHAT,1,50,2.0
LUAD,HHATL,1,50,2.0
LUAD,HIBCH,1,50,2.0
LUAD,HID1,1,50,2.0
LUAD,HINT3,1,50,2.0
LUAD,HIP1,1,50,2.0
LUAD,HIPK1,1,50,2.0
LUAD,HIPK2,1,50,2.0
LUAD,HIPK3,1,50,2.0
LUAD,HIRA,1,50,2.0
LUAD,HJV,1,50,2.0
LUAD,HK2,1,50,2.0
LUAD,HKDC1,1,50,2.0
LUAD,HLCS,1,50,2.0
LUAD,HLTF,1,50,2.0
LUAD,HMBS,1,50,2.0
LUAD,HMCES,1,50,2.0
LUAD,HMGCLL1,1,50,2.0
LUAD,HMGCS1,1,50,2.0
LUAD,HNF1A,1,50,2.0
LUAD,HNRNPA1,1,50,2.0
LUAD,HNRNPC,1,50,2.0
LUAD,HNRNPH2,1,50,2.0
LUAD,HNRNPK,1,50,2.0
LUAD,HOMER1,1,50,2.0
LUAD,HOOK1,1,50,2.0
LUAD,HOXA10,1,50,2.0
LUAD,HOXA11,1,50,2.0
LUAD,HOXB1,1,50,2.0
LUAD,HOXB13,1,50,2.0
LUAD,HOXB2,1,50,2.0
LUAD,HOXB3,1,50,2.0
LUAD,HOXB4,1,50,2.0
LUAD,HOXB7,1,50,2.0
LUAD,HOXC10,1,50,2.0
LUAD,HOXD9,1,50,2.0
LUAD,HPCAL4,1,50,2.0
LUAD,HPN,1,50,2.0
LUAD,HPR,1,50,2.0
LUAD,HPS1,1,50,2.0
LUAD,HPS3,1,50,2.0
LUAD,HR,1,50,2.0
LUAD,HRC,1,50,2.0
LUAD,HROB,1,50,2.0
LUAD,HS1BP3,1,50,2.0
LUAD,HS3ST3A1,1,50,2.0
LUAD,HS3ST4,1,50,2.0
LUAD,HS3ST6,1,50,2.0
LUAD,HS6ST1,1,50,2.0
LUAD,HSD17B14,1,50,2.0
LUAD,HSD17B2,1,50,2.0
LUAD,HSH2D,1,50,2.0
LUAD,HSP90AA1,1,50,2.0
LUAD,HSPA13,1,50,2.0
LUAD,HSPA4,1,50,2.0
LUAD,HSPA4L,1,50,2.0
LUAD,HSPA8,1,50,2.0
LUAD,HSPB7,1,50,2.0
LUAD,HSPBAP1,1,50,2.0
LUAD,HTATSF1,1,50,2.0
LUAD,HTR1F,1,50,2.0
LUAD,HTR2B,1,50,2.0
LUAD,HTR4,1,50,2.0
LUAD,HTR6,1,50,2.0
LUAD,HTRA1,1,50,2.0
LUAD,HUNK,1,50,2.0
LUAD,HYAL3,1,50,2.0
LUAD,HYAL4,1,50,2.0
LUAD,IARS2,1,50,2.0
LUAD,IBSP,1,50,2.0
LUAD,IBTK,1,50,2.0
LUAD,ICA1L,1,50,2.0
LUAD,ICE2,1,50,2.0
LUAD,ICOS,1,50,2.0
LUAD,ID2,1,50,2.0
LUAD,IDH3B,1,50,2.0
LUAD,IDI1,1,50,2.0
LUAD,IDUA,1,50,2.0
LUAD,IER5,1,50,2.0
LUAD,IFNA1,1,50,2.0
LUAD,IFNA13,1,50,2.0
LUAD,IFNA6,1,50,2.0
LUAD,IFNA8,1,50,2.0
LUAD,IFNG,1,50,2.0
LUAD,IFNGR2,1,50,2.0
LUAD,IGBP1,1,50,2.0
LUAD,IGBP1P2,1,50,2.0
LUAD,IGF1R,1,50,2.0
LUAD,IGFLR1,1,50,2.0
LUAD,IGFN1,1,50,2.0
LUAD,IGHA1,1,50,2.0
LUAD,IGHA2,1,50,2.0
LUAD,IGHG1,1,50,2.0
LUAD,IGHG2,1,50,2.0
LUAD,IGHG4,1,50,2.0
LUAD,IGHV1-24,1,50,2.0
LUAD,IGHV1-45,1,50,2.0
LUAD,IGHV1-58,1,50,2.0
LUAD,IGHV2-26,1,50,2.0
LUAD,IGHV3-13,1,50,2.0
LUAD,IGHV3-16,1,50,2.0
LUAD,IGHV3-35,1,50,2.0
LUAD,IGHV3-43,1,50,2.0
LUAD,IGHV3-73,1,50,2.0
LUAD,IGHV4-31,1,50,2.0
LUAD,IGHV4-61,1,50,2.0
LUAD,IGKC,1,50,2.0
LUAD,IGKV1-12,1,50,2.0
LUAD,IGKV1-17,1,50,2.0
LUAD,IGKV1-27,1,50,2.0
LUAD,IGKV1-33,1,50,2.0
LUAD,IGKV1-6,1,50,2.0
LUAD,IGKV1-8,1,50,2.0
LUAD,IGKV1D-17,1,50,2.0
LUAD,IGKV1D-8,1,50,2.0
LUAD,IGKV2-24,1,50,2.0
LUAD,IGKV2-28,1,50,2.0
LUAD,IGKV2-30,1,50,2.0
LUAD,IGKV2D-30,1,50,2.0
LUAD,IGKV3-15,1,50,2.0
LUAD,IGKV6-21,1,50,2.0
LUAD,IGKV6D-41,1,50,2.0
LUAD,IGLL1,1,50,2.0
LUAD,IGLV1-36,1,50,2.0
LUAD,IGLV2-8,1,50,2.0
LUAD,IGLV3-32,1,50,2.0
LUAD,IGLV3-9,1,50,2.0
LUAD,IGLV4-60,1,50,2.0
LUAD,IGLV5-52,1,50,2.0
LUAD,IGLV7-46,1,50,2.0
LUAD,IGLV8-61,1,50,2.0
LUAD,IGSF3,1,50,2.0
LUAD,IGSF5,1,50,2.0
LUAD,IKBKB,1,50,2.0
LUAD,IKBKG,1,50,2.0
LUAD,IKZF1,1,50,2.0
